term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df,domain_score
hanness,2,1.693147,0,16.673029,28.229892,false,false,80
skydroll,2,1.693147,0,16.673029,28.229892,false,false,80
serverall,2,1.693147,0,16.673029,28.229892,false,false,80
unbondend,2,1.693147,0,16.673029,28.229892,false,false,80
thrusth,2,1.693147,0,16.673029,28.229892,false,false,80
trusth,2,1.693147,0,16.673029,28.229892,false,false,80
trustlink,2,1.693147,0,16.673029,28.229892,false,false,80
leverarm,2,1.693147,0,16.673029,28.229892,false,false,80
pretwist,2,1.693147,0,16.673029,28.229892,false,false,80
axialcrack,2,1.693147,0,16.673029,28.229892,false,false,80
abradeble,2,1.693147,0,16.673029,28.229892,false,false,80
oilcoking,2,1.693147,0,16.673029,28.229892,false,false,80
fuelfilter,2,1.693147,0,16.673029,28.229892,false,false,80
solenoid,6,2.791759,732,10.075883,28.129442,true,false,80
sealant,5,2.609438,393,10.696678,27.912317,true,false,80
connectors,8,3.079442,2487,8.853794,27.264742,true,false,80
gasket,5,2.609438,530,10.398267,27.133632,true,false,80
nozzles,6,2.791759,1065,9.70136,27.083864,true,false,80
unison,9,3.197225,3656,8.46863,27.076114,true,false,80
chaving,2,1.693147,1,15.979882,27.056292,true,true,80
clerance,2,1.693147,1,15.979882,27.056292,true,true,80
interlock,5,2.609438,625,10.233679,26.704149,true,false,80
looseness,4,2.386294,256,11.123953,26.545026,true,false,80
checklist,11,3.397895,7659,7.729262,26.263222,true,false,80
anodizing,3,2.098612,67,12.453521,26.135113,true,false,80
specification,15,3.70805,15319,7.036114,26.090266,true,false,80
shim,6,2.791759,1574,9.311018,25.994124,true,false,80
innerliner,2,1.693147,3,15.286735,25.882691,true,true,80
spool,5,2.609438,858,9.91726,25.878474,true,false,80
insitu,3,2.098612,87,12.195692,25.594029,true,false,80
sulphidation,2,1.693147,4,15.063591,25.504877,true,true,80
disbonding,2,1.693147,5,14.881269,25.196179,true,false,80
anodized,4,2.386294,475,10.507611,25.074253,true,false,80
oilsystem,2,1.693147,6,14.727119,24.93518,true,false,80
oxydation,2,1.693147,6,14.727119,24.93518,true,false,80
varnish,5,2.609438,1329,9.480095,24.737718,true,false,80
nicks,5,2.609438,1554,9.323798,24.329872,true,false,80
polytetrafluoroethylene,3,2.098612,180,11.474532,24.080594,true,false,80
tooling,5,2.609438,1783,9.186416,23.971381,true,false,80
cotter,5,2.609438,1857,9.145773,23.865327,true,false,80
delamination,3,2.098612,201,11.364761,23.850228,true,false,80
gearboxes,4,2.386294,947,9.818674,23.430247,true,false,80
coupling,7,2.94591,6980,7.822081,23.043149,true,false,80
trimpin,2,1.693147,23,13.494975,22.848979,true,false,80
harne,2,1.693147,23,13.494975,22.848979,true,false,80
cranking,3,2.098612,354,10.800911,22.666925,true,false,80
linner,2,1.693147,27,13.340824,22.587979,true,false,80
curle,3,2.098612,425,10.61859,22.284303,true,false,80
fitting,9,3.197225,16840,6.941457,22.193398,true,false,80
braiding,3,2.098612,501,10.454429,21.939793,true,false,80
blanket,6,2.791759,6779,7.851297,21.918931,true,false,80
dovetail,3,2.098612,517,10.423054,21.873948,true,false,80
concentricity,2,1.693147,47,12.801828,21.675379,true,false,80
dampeners,2,1.693147,55,12.647677,21.414379,true,false,80
titanium,5,2.609438,4853,8.185471,21.359477,true,false,80
burr,5,2.609438,5956,7.980707,20.825158,true,false,80
disassembly,3,2.098612,923,9.844317,20.659404,true,false,80
corrective,4,2.386294,3050,8.649804,20.640979,true,false,80
weld,4,2.386294,3373,8.549175,20.400847,true,false,80
protrusion,3,2.098612,1080,9.687387,20.33007,true,false,80
unscheduled,3,2.098612,1226,9.560701,20.064206,true,false,80
safety,20,3.995732,116493,5.007434,20.008365,true,false,80
boeing,6,2.791759,14125,7.117257,19.869668,true,false,80
pilot,14,3.639057,83235,5.343594,19.445644,true,false,80
pigtail,2,1.693147,202,11.359823,19.233852,true,false,80
bonding,4,2.386294,6161,7.946872,18.963576,true,false,80
blades,5,2.609438,12796,7.216063,18.829868,true,false,80
fretting,2,1.693147,285,11.017037,18.653465,true,false,80
toque,2,1.693147,323,10.892285,18.442242,true,false,80
elastomer,2,1.693147,351,10.809398,18.301901,true,false,80
hydro,4,2.386294,8851,7.58463,18.09916,true,false,80
tubing,3,2.098612,3186,8.606194,18.061064,true,false,80
grooving,2,1.693147,412,10.649581,18.031309,true,false,80
baffle,2,1.693147,553,10.355864,17.534002,true,false,80
fillet,2,1.693147,617,10.24654,17.348901,true,false,80
busing,2,1.693147,779,10.013735,16.954727,true,false,80
pit,5,2.609438,27363,6.456045,16.846649,true,false,80
scallop,2,1.693147,835,9.9444,16.837333,true,false,80
rib,3,2.098612,5718,8.02148,16.833976,true,false,80
sealwire,1,1.0,0,16.673029,16.673029,false,false,80
fuelnozzle,1,1.0,0,16.673029,16.673029,false,false,80
fwdseal,1,1.0,0,16.673029,16.673029,false,false,80
faninlet,1,1.0,0,16.673029,16.673029,false,false,80
unjf,1,1.0,0,16.673029,16.673029,false,false,80
nodeviation,1,1.0,0,16.673029,16.673029,false,false,80
sumpflow,1,1.0,0,16.673029,16.673029,false,false,80
unjml,1,1.0,0,16.673029,16.673029,false,false,80
pmeumatic,1,1.0,0,16.673029,16.673029,false,false,80
startervalve,1,1.0,0,16.673029,16.673029,false,false,80
igniterside,1,1.0,0,16.673029,16.673029,false,false,80
birdgace,1,1.0,0,16.673029,16.673029,false,false,80
blendabel,1,1.0,0,16.673029,16.673029,false,false,80
bolthol,1,1.0,0,16.673029,16.673029,false,false,80
turnbuckel,1,1.0,0,16.673029,16.673029,false,false,80
abradabe,1,1.0,0,16.673029,16.673029,false,false,80
fanpanel,1,1.0,0,16.673029,16.673029,false,false,80
saftywire,1,1.0,0,16.673029,16.673029,false,false,80
hydrualic,1,1.0,0,16.673029,16.673029,false,false,80
igniyion,1,1.0,0,16.673029,16.673029,false,false,80
contaimentcase,1,1.0,0,16.673029,16.673029,false,false,80
bushinhs,1,1.0,0,16.673029,16.673029,false,false,80
scroud,1,1.0,0,16.673029,16.673029,false,false,80
completionkit,1,1.0,0,16.673029,16.673029,false,false,80
heatewr,1,1.0,0,16.673029,16.673029,false,false,80
unservceable,1,1.0,0,16.673029,16.673029,false,false,80
strutpanels,1,1.0,0,16.673029,16.673029,false,false,80
highlock,1,1.0,0,16.673029,16.673029,false,false,80
clockpos,1,1.0,0,16.673029,16.673029,false,false,80
fanblad,1,1.0,0,16.673029,16.673029,false,false,80
sealnot,1,1.0,0,16.673029,16.673029,false,false,80
startre,1,1.0,0,16.673029,16.673029,false,false,80
valvelock,1,1.0,0,16.673029,16.673029,false,false,80
exiterbox,1,1.0,0,16.673029,16.673029,false,false,80
fancable,1,1.0,0,16.673029,16.673029,false,false,80
oilsensor,1,1.0,0,16.673029,16.673029,false,false,80
surfaceprotection,1,1.0,0,16.673029,16.673029,false,false,80
coatingparent,1,1.0,0,16.673029,16.673029,false,false,80
repairablelimit,1,1.0,0,16.673029,16.673029,false,false,80
releasecert,1,1.0,0,16.673029,16.673029,false,false,80
tubeservo,1,1.0,0,16.673029,16.673029,false,false,80
draintube,1,1.0,0,16.673029,16.673029,false,false,80
heatexhanger,1,1.0,0,16.673029,16.673029,false,false,80
rubberdampener,1,1.0,0,16.673029,16.673029,false,false,80
fuelheater,1,1.0,0,16.673029,16.673029,false,false,80
oilcooler,1,1.0,0,16.673029,16.673029,false,false,80
heatexchanger,1,1.0,0,16.673029,16.673029,false,false,80
drainline,1,1.0,0,16.673029,16.673029,false,false,80
fueldiff,1,1.0,0,16.673029,16.673029,false,false,80
wornball,1,1.0,0,16.673029,16.673029,false,false,80
centervent,1,1.0,0,16.673029,16.673029,false,false,80
wearspot,1,1.0,0,16.673029,16.673029,false,false,80
missingabradable,1,1.0,0,16.673029,16.673029,false,false,80
stotor,1,1.0,0,16.673029,16.673029,false,false,80
bladest,1,1.0,0,16.673029,16.673029,false,false,80
blenable,1,1.0,0,16.673029,16.673029,false,false,80
nozzlevane,1,1.0,0,16.673029,16.673029,false,false,80
andradial,1,1.0,0,16.673029,16.673029,false,false,80
iceduct,1,1.0,0,16.673029,16.673029,false,false,80
abradableseal,1,1.0,0,16.673029,16.673029,false,false,80
abradabel,1,1.0,0,16.673029,16.673029,false,false,80
oilpump,1,1.0,0,16.673029,16.673029,false,false,80
savenge,1,1.0,0,16.673029,16.673029,false,false,80
chipdetector,1,1.0,0,16.673029,16.673029,false,false,80
servicability,1,1.0,0,16.673029,16.673029,false,false,80
snapring,1,1.0,0,16.673029,16.673029,false,false,80
manifol,1,1.0,0,16.673029,16.673029,false,false,80
fuelpump,1,1.0,0,16.673029,16.673029,false,false,80
ignitionsystem,1,1.0,0,16.673029,16.673029,false,false,80
unjtc,1,1.0,0,16.673029,16.673029,false,false,80
unjk,1,1.0,0,16.673029,16.673029,false,false,80
connectorpin,1,1.0,0,16.673029,16.673029,false,false,80
contactpin,1,1.0,0,16.673029,16.673029,false,false,80
connectorrubber,1,1.0,0,16.673029,16.673029,false,false,80
ignigion,1,1.0,0,16.673029,16.673029,false,false,80
unjj,1,1.0,0,16.673029,16.673029,false,false,80
tipworn,1,1.0,0,16.673029,16.673029,false,false,80
ignieter,1,1.0,0,16.673029,16.673029,false,false,80
initer,1,1.0,0,16.673029,16.673029,false,false,80
bypasst,1,1.0,0,16.673029,16.673029,false,false,80
referencedata,1,1.0,0,16.673029,16.673029,false,false,80
inspecttion,1,1.0,0,16.673029,16.673029,false,false,80
birdremain,1,1.0,0,16.673029,16.673029,false,false,80
adilution,1,1.0,0,16.673029,16.673029,false,false,80
cicumferential,1,1.0,0,16.673029,16.673029,false,false,80
deflectorplate,1,1.0,0,16.673029,16.673029,false,false,80
gaspath,1,1.0,0,16.673029,16.673029,false,false,80
coremodule,1,1.0,0,16.673029,16.673029,false,false,80
servicelimit,1,1.0,0,16.673029,16.673029,false,false,80
cyclesacc,1,1.0,0,16.673029,16.673029,false,false,80
coatingpitting,1,1.0,0,16.673029,16.673029,false,false,80
serviceablecondition,1,1.0,0,16.673029,16.673029,false,false,80
chafedarea,1,1.0,0,16.673029,16.673029,false,false,80
bootseal,1,1.0,0,16.673029,16.673029,false,false,80
trimbalance,1,1.0,0,16.673029,16.673029,false,false,80
fanmodule,1,1.0,0,16.673029,16.673029,false,false,80
filterhousing,1,1.0,0,16.673029,16.673029,false,false,80
ancornut,1,1.0,0,16.673029,16.673029,false,false,80
sidefan,1,1.0,0,16.673029,16.673029,false,false,80
fueltube,1,1.0,0,16.673029,16.673029,false,false,80
mountbearing,1,1.0,0,16.673029,16.673029,false,false,80
tubecavity,1,1.0,0,16.673029,16.673029,false,false,80
atexciter,1,1.0,0,16.673029,16.673029,false,false,80
drainetube,1,1.0,0,16.673029,16.673029,false,false,80
tipcrack,1,1.0,0,16.673029,16.673029,false,false,80
nzzl,1,1.0,0,16.673029,16.673029,false,false,80
antiice,1,1.0,0,16.673029,16.673029,false,false,80
antieice,1,1.0,0,16.673029,16.673029,false,false,80
frontbrake,1,1.0,0,16.673029,16.673029,false,false,80
pawlpin,1,1.0,0,16.673029,16.673029,false,false,80
barrelnut,1,1.0,0,16.673029,16.673029,false,false,80
lockspacer,1,1.0,0,16.673029,16.673029,false,false,80
tipshrouds,1,1.0,0,16.673029,16.673029,false,false,80
fiveblade,1,1.0,0,16.673029,16.673029,false,false,80
gevlogen,1,1.0,0,16.673029,16.673029,false,false,80
paneldoor,1,1.0,0,16.673029,16.673029,false,false,80
fillcap,1,1.0,0,16.673029,16.673029,false,false,80
ckrak,1,1.0,0,16.673029,16.673029,false,false,80
sulphidication,1,1.0,0,16.673029,16.673029,false,false,80
supplyfilter,1,1.0,0,16.673029,16.673029,false,false,80
outerliner,1,1.0,0,16.673029,16.673029,false,false,80
sctrach,1,1.0,0,16.673029,16.673029,false,false,80
rbberdamper,1,1.0,0,16.673029,16.673029,false,false,80
pinsbolt,1,1.0,0,16.673029,16.673029,false,false,80
exhanger,1,1.0,0,16.673029,16.673029,false,false,80
repaireable,1,1.0,0,16.673029,16.673029,false,false,80
missingteflon,1,1.0,0,16.673029,16.673029,false,false,80
sealmaterial,1,1.0,0,16.673029,16.673029,false,false,80
teflonseal,1,1.0,0,16.673029,16.673029,false,false,80
returnline,1,1.0,0,16.673029,16.673029,false,false,80
arrival,8,3.079442,82738,5.349583,16.473727,true,false,80
harnesses,2,1.693147,1319,9.487642,16.063974,true,false,80
ignion,1,1.0,1,15.979882,15.979882,true,true,80
drainplug,1,1.0,1,15.979882,15.979882,true,true,80
protusion,1,1.0,1,15.979882,15.979882,true,true,80
clampshell,1,1.0,1,15.979882,15.979882,true,true,80
harnesss,1,1.0,1,15.979882,15.979882,true,true,80
cumbustion,1,1.0,1,15.979882,15.979882,true,true,80
aftside,1,1.0,1,15.979882,15.979882,true,true,80
harmess,1,1.0,1,15.979882,15.979882,true,true,80
nozl,1,1.0,1,15.979882,15.979882,true,true,80
ebris,1,1.0,1,15.979882,15.979882,true,true,80
rubbermount,1,1.0,1,15.979882,15.979882,true,true,80
faultcode,1,1.0,1,15.979882,15.979882,true,true,80
bypasse,1,1.0,1,15.979882,15.979882,true,true,80
unservicable,1,1.0,1,15.979882,15.979882,true,true,80
appliccable,1,1.0,1,15.979882,15.979882,true,true,80
harnesse,1,1.0,1,15.979882,15.979882,true,true,80
dispatch,3,2.098612,10051,7.457502,15.650405,true,false,80
retorqued,1,1.0,2,15.574417,15.574417,true,true,80
honeycomb,2,1.693147,2003,9.070128,15.357062,true,false,80
skydrol,1,1.0,3,15.286735,15.286735,true,true,80
cleavis,1,1.0,3,15.286735,15.286735,true,true,80
inlb,1,1.0,3,15.286735,15.286735,true,true,80
degr,1,1.0,3,15.286735,15.286735,true,true,80
eccentric,3,2.098612,12169,7.2663,15.249146,true,false,80
gear,4,2.386294,30830,6.336753,15.121358,true,false,80
airduct,1,1.0,4,15.063591,15.063591,true,true,80
hydrolic,1,1.0,5,14.881269,14.881269,true,false,80
excitor,1,1.0,5,14.881269,14.881269,true,false,80
fuelsystem,1,1.0,6,14.727119,14.727119,true,false,80
harnas,1,1.0,7,14.593587,14.593587,true,false,80
fandisk,1,1.0,7,14.593587,14.593587,true,false,80
casing,2,1.693147,3180,8.608078,14.574743,true,false,80
recoat,1,1.0,8,14.475804,14.475804,true,false,80
sperical,1,1.0,8,14.475804,14.475804,true,false,80
lockring,1,1.0,8,14.475804,14.475804,true,false,80
cage,3,2.098612,17614,6.896523,14.473128,true,false,80
fedec,1,1.0,10,14.275134,14.275134,true,false,80
safty,1,1.0,11,14.188122,14.188122,true,false,80
unnc,1,1.0,11,14.188122,14.188122,true,false,80
busching,1,1.0,12,14.10808,14.10808,true,false,80
centerlink,1,1.0,12,14.10808,14.10808,true,false,80
onderhoud,1,1.0,12,14.10808,14.10808,true,false,80
tedlar,1,1.0,15,13.90044,13.90044,true,false,80
lasat,1,1.0,16,13.839816,13.839816,true,false,80
flang,1,1.0,16,13.839816,13.839816,true,false,80
egine,1,1.0,18,13.72859,13.72859,true,false,80
nose,3,2.098612,28007,6.432783,13.499918,true,false,80
blending,2,1.693147,6856,7.840004,13.27428,true,false,80
midspan,1,1.0,29,13.271832,13.271832,true,false,80
sleeving,1,1.0,30,13.239042,13.239042,true,false,80
chaffing,1,1.0,30,13.239042,13.239042,true,false,80
reparable,1,1.0,37,13.035443,13.035443,true,false,80
metco,1,1.0,38,13.009467,13.009467,true,false,80
heve,1,1.0,40,12.959457,12.959457,true,false,80
locknut,1,1.0,41,12.935359,12.935359,true,false,80
inservice,1,1.0,44,12.866366,12.866366,true,false,80
vulcanizing,1,1.0,55,12.647677,12.647677,true,false,80
viton,1,1.0,74,12.355541,12.355541,true,false,80
shunk,1,1.0,82,12.254188,12.254188,true,false,80
flight,4,2.386294,114475,5.024908,11.990911,true,false,80
grommet,1,1.0,107,11.990898,11.990898,true,false,80
oct,2,1.693147,16737,6.947592,11.763296,true,false,80
desiccant,1,1.0,141,11.717202,11.717202,true,false,80
pressurisation,1,1.0,144,11.696295,11.696295,true,false,80
brade,1,1.0,151,11.649148,11.649148,true,false,80
repaired,2,1.693147,20241,6.757514,11.441466,true,false,80
elec,1,1.0,224,11.256928,11.256928,true,false,80
troubleshoot,1,1.0,253,11.135695,11.135695,true,false,80
borst,1,1.0,253,11.135695,11.135695,true,false,80
impingement,1,1.0,397,10.686577,10.686577,true,false,80
cavitation,1,1.0,439,10.586254,10.586254,true,false,80
layard,1,1.0,454,10.552731,10.552731,true,false,80
swab,1,1.0,527,10.403933,10.403933,true,false,80
driveshaft,1,1.0,546,10.36858,10.36858,true,false,80
birdcage,1,1.0,587,10.296302,10.296302,true,false,80
actuation,1,1.0,609,10.25957,10.25957,true,false,80
micrometer,1,1.0,682,10.146534,10.146534,true,false,80
vanes,1,1.0,713,10.102146,10.102146,true,false,80
placard,1,1.0,807,9.978467,9.978467,true,false,80
conformance,1,1.0,889,9.881807,9.881807,true,false,80
camber,1,1.0,933,9.833552,9.833552,true,false,80
land,5,2.609438,404361,3.762963,9.819219,true,false,80
extinguisher,1,1.0,958,9.807138,9.807138,true,false,80
couplings,1,1.0,1024,9.740581,9.740581,true,false,80
separator,1,1.0,1212,9.572177,9.572177,true,false,80
locator,1,1.0,1314,9.491437,9.491437,true,false,80
rework,1,1.0,1667,9.253648,9.253648,true,false,80
cadmium,1,1.0,1886,9.130285,9.130285,true,false,80
